Currency,Date,Today_Closing_Price,NextDay_Closing_Price,Opening_Price,24h_High,24h_Low
ETC,27/09/2019,4.723911131,4.683105266,4.858803483,4.87842143,4.481332624
ETC,28/09/2019,4.683105266,4.668583308,4.724170575,4.745400813,4.48778372
ETC,29/09/2019,4.668583308,4.572547016,4.681342983,4.764302507,4.619576195
ETC,30/09/2019,4.572547016,4.698942904,4.668767911,4.695725821,4.442742791
ETC,01/10/2019,4.698942904,4.664455202,4.550503713,4.771077791,4.417628193
ETC,02/10/2019,4.664455202,4.616357831,4.727169958,4.860841668,4.586234506
ETC,03/10/2019,4.616357831,4.604419376,4.664721298,4.676047747,4.569576764
ETC,04/10/2019,4.604419376,4.620480718,4.616366999,4.704943028,4.522991648
ETC,05/10/2019,4.620480718,4.620339066,4.615481148,4.673347317,4.495964811
ETC,06/10/2019,4.620339066,4.487995881,4.620470462,4.670459018,4.543531101
ETC,07/10/2019,4.487995881,4.690832493,4.625510287,4.637716894,4.407203365
ETC,08/10/2019,4.690832493,4.622080368,4.488302492,4.73769032,4.464047661
ETC,09/10/2019,4.622080368,5.083490986,4.690840264,4.740128047,4.579698513
ETC,10/10/2019,5.083490986,4.883507154,4.624698186,5.234807118,4.596187926
ETC,11/10/2019,4.883507154,4.662436593,5.083502982,5.11455057,4.866923282
ETC,12/10/2019,4.662436593,4.727251921,4.883499858,4.957708619,4.6466939
ETC,13/10/2019,4.727251921,4.733823867,4.662416792,4.747167129,4.63253724
ETC,14/10/2019,4.733823867,4.775765096,4.709928402,4.812537477,4.688593251
ETC,15/10/2019,4.775765096,4.53972618,4.733855647,4.853885158,4.72229865
ETC,16/10/2019,4.53972618,4.404894366,4.7898969,4.802,4.455891677
ETC,17/10/2019,4.404894366,4.481836101,4.54127051,4.693399039,4.179150819
ETC,18/10/2019,4.481836101,4.426665657,4.404925272,4.574985354,4.376457189
ETC,19/10/2019,4.426665657,4.404652131,4.481832247,4.522707438,4.336857646
ETC,20/10/2019,4.404652131,4.523727725,4.418445044,4.467768966,4.371825884
ETC,21/10/2019,4.523727725,4.644752311,4.404094996,4.549031429,4.368531758
ETC,22/10/2019,4.644752311,4.501031071,4.513187827,4.680676986,4.434037891
ETC,23/10/2019,4.501031071,4.220043452,4.644820947,4.651133107,4.489827475
ETC,24/10/2019,4.220043452,4.293445264,4.455514568,4.483364497,4.024071769
ETC,25/10/2019,4.293445264,4.731345023,4.220013448,4.362782755,4.189107981
ETC,26/10/2019,4.731345023,4.550875052,4.26379604,5.00185037,4.228873555
ETC,27/10/2019,4.550875052,4.821628966,4.731470306,5.12972073,4.48111443
ETC,28/10/2019,4.821628966,4.812177064,4.588551712,4.940130262,4.553802871
ETC,29/10/2019,4.812177064,4.961083655,4.821472158,5.015826004,4.749184042
ETC,30/10/2019,4.961083655,4.819274266,4.812216312,5.154120504,4.738271001
ETC,31/10/2019,4.819274266,4.779526989,4.961212965,4.977816437,4.720513164
ETC,01/11/2019,4.779526989,4.853769436,4.81927209,4.975170956,4.67493041
ETC,02/11/2019,4.853769436,4.942789446,4.77967099,4.947945129,4.770573829
ETC,03/11/2019,4.942789446,4.887268211,4.870939346,5.045001811,4.833419908
ETC,04/11/2019,4.887268211,4.948083504,4.942815581,5.001086566,4.828446916
ETC,05/11/2019,4.948083504,5.009020103,4.888092137,5.032882294,4.846486801
ETC,06/11/2019,5.009020103,5.057164251,4.970622688,5.072357363,4.853670088
ETC,07/11/2019,5.057164251,5.237308839,5.008925879,5.18410272,4.991868411
ETC,08/11/2019,5.237308839,4.980428932,5.057094576,5.357249139,5.04108314
ETC,09/11/2019,4.980428932,4.950977899,5.235693004,5.279201543,4.768328581
ETC,10/11/2019,4.950977899,5.05622863,4.980510763,5.048170443,4.916258763
ETC,11/11/2019,5.05622863,4.888860714,4.950878396,5.188703002,4.910675381
ETC,12/11/2019,4.888860714,4.899909184,5.056017706,5.064205091,4.82201793
ETC,13/11/2019,4.899909184,4.82616207,4.888863745,4.929069917,4.791988031
ETC,14/11/2019,4.82616207,4.730436705,4.899798575,4.91278478,4.821855284
ETC,15/11/2019,4.730436705,4.596428624,4.833689895,4.848228066,4.67445258
ETC,16/11/2019,4.596428624,4.638516143,4.730448798,4.795479473,4.458743304
ETC,17/11/2019,4.638516143,4.63176462,4.596394657,4.641322424,4.543089562
ETC,18/11/2019,4.63176462,4.388143204,4.638516173,4.690769274,4.57998052
ETC,19/11/2019,4.388143204,4.378597198,4.618048488,4.623147565,4.185804287
ETC,20/11/2019,4.378597198,4.323526639,4.388140214,4.52158767,4.24833784
ETC,21/11/2019,4.323526639,4.161011018,4.381499611,4.432613587,4.294320062
ETC,22/11/2019,4.161011018,3.843119893,4.323476879,4.408202981,4.032323359
ETC,23/11/2019,3.843119893,3.969084829,4.161009404,4.220372146,3.540293299
ETC,24/11/2019,3.969084829,3.801046869,3.843166689,4.078932843,3.803793959
ETC,25/11/2019,3.801046869,3.825985556,3.969268549,4.010593224,3.71766676
ETC,26/11/2019,3.825985556,3.868641983,3.705862076,3.984661377,3.57970229
ETC,27/11/2019,3.868641983,3.947375739,3.8260366,3.921477126,3.759616296
ETC,28/11/2019,3.947375739,3.943323864,3.868766175,4.073276162,3.679368349
ETC,29/11/2019,3.943323864,4.067609222,3.947325547,4.026837679,3.865703048
ETC,30/11/2019,4.067609222,3.950657004,3.943844148,4.133717238,3.880300055
ETC,01/12/2019,3.950657004,3.95724963,4.081481777,4.1076422,3.868610316
ETC,02/12/2019,3.95724963,3.859246295,3.950676282,4.020637576,3.813668332
ETC,03/12/2019,3.859246295,3.841839883,3.957241134,3.973692151,3.782524761
ETC,04/12/2019,3.841839883,3.75026311,3.860164045,3.945356634,3.824572407
ETC,05/12/2019,3.75026311,3.805899438,3.841866643,3.905417403,3.699963211
ETC,06/12/2019,3.805899438,3.889915825,3.75033685,3.81930068,3.728307639
ETC,07/12/2019,3.889915825,3.878650591,3.791290554,3.918793306,3.766864403
ETC,08/12/2019,3.878650591,3.90760963,3.889941362,3.951672603,3.858069909
ETC,09/12/2019,3.90760963,3.802814618,3.878660866,3.957172285,3.831307822
ETC,10/12/2019,3.802814618,3.7824608,3.907709254,3.926178363,3.767799733
ETC,11/12/2019,3.7824608,3.769449874,3.802851952,3.80621351,3.726812924
ETC,12/12/2019,3.769449874,3.801843375,3.782518479,3.800991871,3.749889903
ETC,13/12/2019,3.801843375,3.855662597,3.770512866,3.849793628,3.710724462
ETC,14/12/2019,3.855662597,3.803775202,3.811010483,3.886472176,3.793548151
ETC,15/12/2019,3.803775202,3.807496532,3.855665973,3.869021869,3.743018552
ETC,16/12/2019,3.807496532,3.676258756,3.803756509,3.855593781,3.756546508
ETC,17/12/2019,3.676258756,3.442597279,3.807452425,3.838161451,3.622501017
ETC,18/12/2019,3.442597279,3.802628695,3.676387458,3.700324166,3.416177046
ETC,19/12/2019,3.802628695,3.724114839,3.442659329,3.813520329,3.362155168
ETC,20/12/2019,3.724114839,4.044715102,3.770649809,3.799666634,3.656456358
ETC,21/12/2019,4.044715102,4.18391095,3.72407265,4.193860002,3.68200233
ETC,22/12/2019,4.18391095,4.106857529,4.044753342,4.236674763,3.985746804
ETC,23/12/2019,4.106857529,3.915680243,4.183903313,4.247911908,4.096219598
ETC,24/12/2019,3.915680243,3.947795229,4.106850914,4.166270084,3.887135368
